gene	species	dN	dS	dNdS
ENSGACG00000014622_ENSGACT00000019665	ref	0.0065	0.2299	0.0285
ENSGACG00000014622_ENSGACT00000019665	pun	0.0037	0.0435	0.0857
ENSGACG00000014622_ENSGACT00000019665	sin	0.0000	0.0144	0.0010
ENSGACG00000014623_ENSGACT00000019848	ref	0.0240	0.0946	0.2532
ENSGACG00000014623_ENSGACT00000019848	pun	0.0000	0.0211	0.0010
ENSGACG00000014623_ENSGACT00000019848	sin	0.0000	0.0157	0.0010
ENSGACG00000014626_ENSGACT00000022196	ref	0.0264	0.2727	0.0969
ENSGACG00000014626_ENSGACT00000022196	pun	0.0013	0.0353	0.0378
ENSGACG00000014626_ENSGACT00000022196	sin	0.0000	0.0175	0.0010
ENSGACG00000014627_ENSGACT00000019049	ref	0.0072	0.1718	0.0421
ENSGACG00000014627_ENSGACT00000019049	pun	0.0033	0.0468	0.0697
ENSGACG00000014627_ENSGACT00000019049	sin	0.0043	0.0522	0.0824
ENSGACG00000014628_ENSGACT00000022196	ref	0.0097	0.0203	0.4762
ENSGACG00000014628_ENSGACT00000022196	pun	0.0034	0.0020	1.6979
ENSGACG00000014628_ENSGACT00000022196	sin	0.0048	0.0056	0.8634
ENSGACG00000014629_ENSGACT00000022196	ref	0.0168	0.0129	1.3057
ENSGACG00000014629_ENSGACT00000022196	pun	0.0049	0.0020	2.4540
ENSGACG00000014629_ENSGACT00000022196	sin	0.0031	0.0049	0.6419
ENSGACG00000014630_ENSGACT00000019848	ref	0.0485	0.1106	0.4383
ENSGACG00000014630_ENSGACT00000019848	pun	0.0096	0.0206	0.4658
ENSGACG00000014630_ENSGACT00000019848	sin	0.0058	0.0065	0.8899
ENSGACG00000014631_ENSGACT00000019683	ref	0.0092	0.1448	0.0638
ENSGACG00000014631_ENSGACT00000019683	pun	0.0000	0.0344	0.0010
ENSGACG00000014631_ENSGACT00000019683	sin	0.0000	0.0000	0.0010
ENSGACG00000014634_ENSGACT00000014838	ref	0.0101	0.2450	0.0413
ENSGACG00000014634_ENSGACT00000014838	pun	0.0000	0.0146	0.0010
ENSGACG00000014634_ENSGACT00000014838	sin	0.0000	0.0292	0.0010
ENSGACG00000014637_ENSGACT00000019875	ref	0.0044	0.1312	0.0335
ENSGACG00000014637_ENSGACT00000019875	pun	0.0000	0.0354	0.0010
ENSGACG00000014637_ENSGACT00000019875	sin	0.0000	0.0145	0.0010
ENSGACG00000014639_ENSGACT00000022191	ref	0.0997	0.0010	99.0000
ENSGACG00000014639_ENSGACT00000022191	pun	0.0000	0.0000	2.0000
ENSGACG00000014639_ENSGACT00000022191	sin	0.0000	0.0000	1.6426
ENSGACG00000014641_ENSGACT00000019046	ref	0.0000	0.0000	0.3420
ENSGACG00000014641_ENSGACT00000019046	pun	0.0000	0.0000	0.3147
ENSGACG00000014641_ENSGACT00000019046	sin	0.0000	0.0000	0.2597
ENSGACG00000014642_ENSGACT00000022176	ref	0.0101	0.2056	0.0493
ENSGACG00000014642_ENSGACT00000022176	pun	0.0000	0.0321	0.0010
ENSGACG00000014642_ENSGACT00000022176	sin	0.0000	0.0321	0.0010
ENSGACG00000014643_ENSGACT00000019049	ref	0.0327	0.1633	0.2002
ENSGACG00000014643_ENSGACT00000019049	pun	0.0071	0.0034	2.0493
ENSGACG00000014643_ENSGACT00000019049	sin	0.0040	0.0165	0.2429
ENSGACG00000014644_ENSGACT00000005506	ref	0.0148	0.1406	0.1056
ENSGACG00000014644_ENSGACT00000005506	pun	0.0000	0.0183	0.0010
ENSGACG00000014644_ENSGACT00000005506	sin	0.0048	0.0157	0.3061
ENSGACG00000014644_ENSGACT00000005514	ref	0.0128	0.0864	0.1481
ENSGACG00000014644_ENSGACT00000005514	pun	0.0014	0.0145	0.0957
ENSGACG00000014644_ENSGACT00000005514	sin	0.0028	0.0072	0.3835
ENSGACG00000014645_ENSGACT00000019063	ref	0.0000	0.0285	0.0010
ENSGACG00000014645_ENSGACT00000019063	pun	0.0000	0.0000	0.1076
ENSGACG00000014645_ENSGACT00000019063	sin	0.0000	0.0000	0.0010
ENSGACG00000014645_ENSGACT00000019064	ref	0.0041	0.0812	0.0506
ENSGACG00000014645_ENSGACT00000019064	pun	0.0000	0.0301	0.0010
ENSGACG00000014645_ENSGACT00000019064	sin	0.0000	0.0000	0.0010
ENSGACG00000014646_ENSGACT00000005514	ref	0.0017	0.0468	0.0363
ENSGACG00000014646_ENSGACT00000005514	pun	0.0000	0.0000	0.0010
ENSGACG00000014646_ENSGACT00000005514	sin	0.0036	0.0097	0.3662
ENSGACG00000014647_ENSGACT00000022177	ref	0.0000	0.0000	99.0000
ENSGACG00000014647_ENSGACT00000022177	pun	0.0000	0.0000	2.5074
ENSGACG00000014647_ENSGACT00000022177	sin	0.0000	0.0000	2.4786
ENSGACG00000014649_ENSGACT00000022174	ref	0.0976	0.0840	1.1615
ENSGACG00000014649_ENSGACT00000022174	pun	0.0539	0.0005	99.0000
ENSGACG00000014649_ENSGACT00000022174	sin	0.0264	0.0003	99.0000
ENSGACG00000014650_ENSGACT00000019886	ref	0.0618	0.1632	0.3787
ENSGACG00000014650_ENSGACT00000019886	pun	0.0110	0.0201	0.5463
ENSGACG00000014650_ENSGACT00000019886	sin	0.0110	0.0599	0.1845
ENSGACG00000014650_ENSGACT00000019899	ref	0.0115	0.1266	0.0908
ENSGACG00000014650_ENSGACT00000019899	pun	0.0032	0.0172	0.1882
ENSGACG00000014650_ENSGACT00000019899	sin	0.0032	0.0182	0.1747
ENSGACG00000014651_ENSGACT00000019703	ref	0.0106	0.1462	0.0722
ENSGACG00000014651_ENSGACT00000019703	pun	0.0001	0.0683	0.0010
ENSGACG00000014651_ENSGACT00000019703	sin	0.0000	0.0322	0.0010
ENSGACG00000014653_ENSGACT00000005476	ref	0.0281	0.2350	0.1197
ENSGACG00000014653_ENSGACT00000005476	pun	0.0050	0.0209	0.2412
ENSGACG00000014653_ENSGACT00000005476	sin	0.0030	0.0285	0.1065
ENSGACG00000014657_ENSGACT00000019709	ref	0.0046	0.1161	0.0400
ENSGACG00000014657_ENSGACT00000019709	pun	0.0000	0.0130	0.0010
ENSGACG00000014657_ENSGACT00000019709	sin	0.0000	0.0197	0.0010
ENSGACG00000014658_ENSGACT00000022147	ref	0.0235	0.1351	0.1739
ENSGACG00000014658_ENSGACT00000022147	pun	0.0000	0.0209	0.0010
ENSGACG00000014658_ENSGACT00000022147	sin	0.0000	0.0000	0.0010
ENSGACG00000014659_ENSGACT00000019709	ref	0.0130	0.0415	0.3136
ENSGACG00000014659_ENSGACT00000019709	pun	0.0000	0.0441	0.0010
ENSGACG00000014659_ENSGACT00000019709	sin	0.0000	0.0000	0.0010
ENSGACG00000014660_ENSGACT00000014896	ref	0.0276	0.0798	0.3457
ENSGACG00000014660_ENSGACT00000014896	pun	0.0086	0.0213	0.4048
ENSGACG00000014660_ENSGACT00000014896	sin	0.0000	0.0000	0.0010
ENSGACG00000014661_ENSGACT00000019904	ref	0.0193	0.1516	0.1273
ENSGACG00000014661_ENSGACT00000019904	pun	0.0000	0.0236	0.0010
ENSGACG00000014661_ENSGACT00000019904	sin	0.0000	0.0000	0.0010
ENSGACG00000014664_ENSGACT00000019899	ref	0.0024	0.1537	0.0156
ENSGACG00000014664_ENSGACT00000019899	pun	0.0024	0.0655	0.0365
ENSGACG00000014664_ENSGACT00000019899	sin	0.0024	0.0172	0.1384
ENSGACG00000014664_ENSGACT00000019904	ref	0.0025	0.1590	0.0155
ENSGACG00000014664_ENSGACT00000019904	pun	0.0025	0.0676	0.0363
ENSGACG00000014664_ENSGACT00000019904	sin	0.0024	0.0177	0.1381
ENSGACG00000014666_ENSGACT00000022143	ref	0.0000	0.0000	2.1800
ENSGACG00000014666_ENSGACT00000022143	pun	0.0000	0.0000	1.6941
ENSGACG00000014666_ENSGACT00000022143	sin	0.0000	0.0000	1.2988
ENSGACG00000014667_ENSGACT00000022135	ref	0.0097	0.1652	0.0588
ENSGACG00000014667_ENSGACT00000022135	pun	0.0000	0.0190	0.0010
ENSGACG00000014667_ENSGACT00000022135	sin	0.0000	0.0199	0.0010
ENSGACG00000014668_ENSGACT00000019907	ref	0.0298	0.1463	0.2036
ENSGACG00000014668_ENSGACT00000019907	pun	0.0046	0.0000	99.0000
ENSGACG00000014668_ENSGACT00000019907	sin	0.0046	0.0000	99.0000
ENSGACG00000014669_ENSGACT00000019074	ref	0.0336	0.1387	0.2419
ENSGACG00000014669_ENSGACT00000019074	pun	0.0057	0.0338	0.1681
ENSGACG00000014669_ENSGACT00000019074	sin	0.0020	0.0292	0.0685
ENSGACG00000014670_ENSGACT00000019916	ref	0.0344	0.0003	99.0000
ENSGACG00000014670_ENSGACT00000019916	pun	0.0240	0.0002	99.0000
ENSGACG00000014670_ENSGACT00000019916	sin	0.0240	0.0002	99.0000
ENSGACG00000014670_ENSGACT00000019927	ref	0.0077	0.0955	0.0803
ENSGACG00000014670_ENSGACT00000019927	pun	0.0000	0.0242	0.0010
ENSGACG00000014670_ENSGACT00000019927	sin	0.0000	0.0242	0.0010
ENSGACG00000014671_ENSGACT00000019714	ref	0.0216	0.2064	0.1045
ENSGACG00000014671_ENSGACT00000019714	pun	0.0047	0.0740	0.0629
ENSGACG00000014671_ENSGACT00000019714	sin	0.0023	0.0385	0.0605
ENSGACG00000014672_ENSGACT00000022130	ref	0.0126	0.1285	0.0979
ENSGACG00000014672_ENSGACT00000022130	pun	0.0000	0.0061	0.0010
ENSGACG00000014672_ENSGACT00000022130	sin	0.0000	0.0000	0.0010
ENSGACG00000014674_ENSGACT00000019721	ref	0.0042	0.0734	0.0576
ENSGACG00000014674_ENSGACT00000019721	pun	0.0000	0.0471	0.0010
ENSGACG00000014674_ENSGACT00000019721	sin	0.0000	0.0471	0.0010
ENSGACG00000014677_ENSGACT00000005476	ref	0.0242	0.1708	0.1417
ENSGACG00000014677_ENSGACT00000005476	pun	0.0111	0.0138	0.8065
ENSGACG00000014677_ENSGACT00000005476	sin	0.0069	0.0207	0.3332
ENSGACG00000014678_ENSGACT00000019930	ref	0.0085	0.0702	0.1205
ENSGACG00000014678_ENSGACT00000019930	pun	0.0080	0.0264	0.3040
ENSGACG00000014678_ENSGACT00000019930	sin	0.0042	0.0233	0.1785
ENSGACG00000014680_ENSGACT00000014896	ref	0.0153	0.1003	0.1526
ENSGACG00000014680_ENSGACT00000014896	pun	0.0032	0.0064	0.5053
ENSGACG00000014680_ENSGACT00000014896	sin	0.0016	0.0122	0.1332
ENSGACG00000014683_ENSGACT00000014903	ref	0.0030	0.1283	0.0233
ENSGACG00000014683_ENSGACT00000014903	pun	0.0000	0.0476	0.0010
ENSGACG00000014683_ENSGACT00000014903	sin	0.0000	0.0252	0.0010
ENSGACG00000014686_ENSGACT00000005436	ref	0.0111	0.2104	0.0526
ENSGACG00000014686_ENSGACT00000005436	pun	0.0000	0.0112	0.0010
ENSGACG00000014686_ENSGACT00000005436	sin	0.0000	0.0112	0.0010
ENSGACG00000014686_ENSGACT00000005448	ref	0.0142	0.1578	0.0898
ENSGACG00000014686_ENSGACT00000005448	pun	0.0023	0.0112	0.2099
ENSGACG00000014686_ENSGACT00000005448	sin	0.0000	0.0000	0.1880
ENSGACG00000014688_ENSGACT00000019718	ref	0.0404	0.1869	0.2162
ENSGACG00000014688_ENSGACT00000019718	pun	0.0070	0.0326	0.2134
ENSGACG00000014688_ENSGACT00000019718	sin	0.0137	0.0001	99.0000
ENSGACG00000014689_ENSGACT00000013888	ref	0.0345	0.2717	0.1269
ENSGACG00000014689_ENSGACT00000013888	pun	0.0146	0.0483	0.3030
ENSGACG00000014689_ENSGACT00000013888	sin	0.0036	0.0243	0.1486
ENSGACG00000014692_ENSGACT00000013903	ref	0.0264	0.2034	0.1299
ENSGACG00000014692_ENSGACT00000013903	pun	0.0073	0.0297	0.2442
ENSGACG00000014692_ENSGACT00000013903	sin	0.0087	0.0464	0.1865
ENSGACG00000014694_ENSGACT00000019723	ref	0.0515	0.1158	0.4444
ENSGACG00000014694_ENSGACT00000019723	pun	0.0227	0.0382	0.5950
ENSGACG00000014694_ENSGACT00000019723	sin	0.0226	0.0228	0.9932
ENSGACG00000014695_ENSGACT00000019936	ref	0.0134	0.1202	0.1116
ENSGACG00000014695_ENSGACT00000019936	pun	0.0000	0.0186	0.0010
ENSGACG00000014695_ENSGACT00000019936	sin	0.0000	0.0089	0.0010
ENSGACG00000014696_ENSGACT00000019725	ref	0.0378	0.0559	0.6760
ENSGACG00000014696_ENSGACT00000019725	pun	0.0185	0.0610	0.3032
ENSGACG00000014696_ENSGACT00000019725	sin	0.0102	0.0221	0.4630
ENSGACG00000014697_ENSGACT00000013903	ref	0.0096	0.2275	0.0424
ENSGACG00000014697_ENSGACT00000013903	pun	0.0019	0.1205	0.0159
ENSGACG00000014697_ENSGACT00000013903	sin	0.0001	0.0844	0.0010
ENSGACG00000014698_ENSGACT00000013909	ref	0.0120	0.1374	0.0871
ENSGACG00000014698_ENSGACT00000013909	pun	0.0020	0.0529	0.0370
ENSGACG00000014698_ENSGACT00000013909	sin	0.0020	0.0517	0.0381
ENSGACG00000014700_ENSGACT00000013919	ref	0.0000	0.0379	0.0010
ENSGACG00000014700_ENSGACT00000013919	pun	0.0000	0.0000	0.0010
ENSGACG00000014700_ENSGACT00000013919	sin	0.0000	0.0000	0.0010
ENSGACG00000014702_ENSGACT00000019782	ref	0.0066	0.0995	0.0662
ENSGACG00000014702_ENSGACT00000019782	pun	0.0000	0.0369	0.0010
ENSGACG00000014702_ENSGACT00000019782	sin	0.0018	0.0145	0.1207
ENSGACG00000014703_ENSGACT00000019950	ref	0.0169	0.0795	0.2130
ENSGACG00000014703_ENSGACT00000019950	pun	0.0133	0.0194	0.6827
ENSGACG00000014703_ENSGACT00000019950	sin	0.0128	0.0159	0.8067
ENSGACG00000014703_ENSGACT00000019955	ref	0.0167	0.0780	0.2146
ENSGACG00000014703_ENSGACT00000019955	pun	0.0152	0.0207	0.7359
ENSGACG00000014703_ENSGACT00000019955	sin	0.0151	0.0103	1.4610
ENSGACG00000014705_ENSGACT00000005448	ref	0.0085	0.1760	0.0484
ENSGACG00000014705_ENSGACT00000005448	pun	0.0042	0.0603	0.0699
ENSGACG00000014705_ENSGACT00000005448	sin	0.0084	0.0395	0.2135
ENSGACG00000014709_ENSGACT00000019075	ref	0.0101	0.1417	0.0710
ENSGACG00000014709_ENSGACT00000019075	pun	0.0098	0.0458	0.2127
ENSGACG00000014709_ENSGACT00000019075	sin	0.0048	0.0115	0.4195
ENSGACG00000014711_ENSGACT00000019974	ref	0.0071	0.1027	0.0694
ENSGACG00000014711_ENSGACT00000019974	pun	0.0073	0.0380	0.1921
ENSGACG00000014711_ENSGACT00000019974	sin	0.0019	0.0190	0.1008
ENSGACG00000014712_ENSGACT00000019079	ref	0.0110	0.1038	0.1060
ENSGACG00000014712_ENSGACT00000019079	pun	0.0028	0.0226	0.1225
ENSGACG00000014712_ENSGACT00000019079	sin	0.0014	0.0432	0.0328
ENSGACG00000014714_ENSGACT00000013928	ref	0.0081	0.2005	0.0405
ENSGACG00000014714_ENSGACT00000013928	pun	0.0011	0.0362	0.0317
ENSGACG00000014714_ENSGACT00000013928	sin	0.0016	0.0421	0.0370
ENSGACG00000014715_ENSGACT00000019974	ref	0.0020	0.1263	0.0157
ENSGACG00000014715_ENSGACT00000019974	pun	0.0001	0.0571	0.0010
ENSGACG00000014715_ENSGACT00000019974	sin	0.0000	0.0184	0.0010
ENSGACG00000014715_ENSGACT00000019986	ref	0.0027	0.1281	0.0210
ENSGACG00000014715_ENSGACT00000019986	pun	0.0001	0.0886	0.0010
ENSGACG00000014715_ENSGACT00000019986	sin	0.0000	0.0275	0.0010
ENSGACG00000014717_ENSGACT00000013964	ref	0.0000	0.0000	0.3472
ENSGACG00000014717_ENSGACT00000013964	pun	0.0000	0.0000	0.3187
ENSGACG00000014717_ENSGACT00000013964	sin	0.0000	0.0000	0.2635
ENSGACG00000014717_ENSGACT00000013974	ref	0.0061	0.2103	0.0292
ENSGACG00000014717_ENSGACT00000013974	pun	0.0000	0.0000	99.0000
ENSGACG00000014717_ENSGACT00000013974	sin	0.0000	0.0371	0.0010
ENSGACG00000014718_ENSGACT00000019974	ref	0.0047	0.1159	0.0401
ENSGACG00000014718_ENSGACT00000019974	pun	0.0000	0.0395	0.0010
ENSGACG00000014718_ENSGACT00000019974	sin	0.0000	0.0246	0.0010
ENSGACG00000014718_ENSGACT00000019986	ref	0.0091	0.0860	0.1055
ENSGACG00000014718_ENSGACT00000019986	pun	0.0035	0.0685	0.0513
ENSGACG00000014718_ENSGACT00000019986	sin	0.0017	0.0179	0.0955
ENSGACG00000014722_ENSGACT00000019085	ref	0.0364	0.1097	0.3319
ENSGACG00000014722_ENSGACT00000019085	pun	0.0167	0.0364	0.4594
ENSGACG00000014722_ENSGACT00000019085	sin	0.0079	0.0309	0.2547
ENSGACG00000014723_ENSGACT00000019101	ref	0.0399	0.1037	0.3846
ENSGACG00000014723_ENSGACT00000019101	pun	0.0000	0.0457	0.0010
ENSGACG00000014723_ENSGACT00000019101	sin	0.0034	0.0000	99.0000
ENSGACG00000014724_ENSGACT00000019974	ref	0.0114	0.1101	0.1032
ENSGACG00000014724_ENSGACT00000019974	pun	0.0028	0.0450	0.0620
ENSGACG00000014724_ENSGACT00000019974	sin	0.0027	0.0295	0.0920
ENSGACG00000014724_ENSGACT00000019989	ref	0.0060	0.1805	0.0331
ENSGACG00000014724_ENSGACT00000019989	pun	0.0030	0.0119	0.2542
ENSGACG00000014724_ENSGACT00000019989	sin	0.0029	0.0000	99.0000
ENSGACG00000014727_ENSGACT00000019143	ref	0.0054	0.1441	0.0375
ENSGACG00000014727_ENSGACT00000019143	pun	0.0026	0.0463	0.0568
ENSGACG00000014727_ENSGACT00000019143	sin	0.0080	0.0289	0.2770
ENSGACG00000014729_ENSGACT00000019803	ref	0.0128	0.1330	0.0959
ENSGACG00000014729_ENSGACT00000019803	pun	0.0048	0.0617	0.0781
ENSGACG00000014729_ENSGACT00000019803	sin	0.0024	0.0373	0.0639
ENSGACG00000014731_ENSGACT00000013986	ref	0.0187	0.0815	0.2295
ENSGACG00000014731_ENSGACT00000013986	pun	0.0024	0.0154	0.1564
ENSGACG00000014731_ENSGACT00000013986	sin	0.0046	0.0089	0.5147
ENSGACG00000014732_ENSGACT00000019997	ref	0.0270	0.1325	0.2039
ENSGACG00000014732_ENSGACT00000019997	pun	0.0052	0.0129	0.4046
ENSGACG00000014732_ENSGACT00000019997	sin	0.0036	0.0228	0.1572
ENSGACG00000014734_ENSGACT00000019803	ref	0.0051	0.0958	0.0534
ENSGACG00000014734_ENSGACT00000019803	pun	0.0000	0.0250	0.0010
ENSGACG00000014734_ENSGACT00000019803	sin	0.0001	0.0567	0.0010
ENSGACG00000014735_ENSGACT00000019151	ref	0.0000	0.0000	0.0010
ENSGACG00000014735_ENSGACT00000019151	pun	0.0000	0.0000	0.0017
ENSGACG00000014735_ENSGACT00000019151	sin	0.0000	0.0000	0.0010
ENSGACG00000014738_ENSGACT00000013986	ref	0.0153	0.0124	1.2350
ENSGACG00000014738_ENSGACT00000013986	pun	0.0110	0.0001	99.0000
ENSGACG00000014738_ENSGACT00000013986	sin	0.0000	0.0000	2.0007
ENSGACG00000014740_ENSGACT00000014072	ref	0.0339	0.1037	0.3266
ENSGACG00000014740_ENSGACT00000014072	pun	0.0000	0.0146	0.0010
ENSGACG00000014740_ENSGACT00000014072	sin	0.0023	0.0165	0.1372
ENSGACG00000014747_ENSGACT00000020008	ref	0.0148	0.0710	0.2082
ENSGACG00000014747_ENSGACT00000020008	pun	0.0054	0.0107	0.5019
ENSGACG00000014747_ENSGACT00000020008	sin	0.0048	0.0088	0.5456
ENSGACG00000014748_ENSGACT00000019806	ref	0.0343	0.1109	0.3095
ENSGACG00000014748_ENSGACT00000019806	pun	0.0000	0.0000	0.3496
ENSGACG00000014748_ENSGACT00000019806	sin	0.0073	0.0001	99.0000
ENSGACG00000014748_ENSGACT00000019823	ref	0.0301	0.1183	0.2544
ENSGACG00000014748_ENSGACT00000019823	pun	0.0110	0.0309	0.3546
ENSGACG00000014748_ENSGACT00000019823	sin	0.0224	0.0306	0.7325
ENSGACG00000014751_ENSGACT00000014126	ref	0.0000	0.0000	1.9994
ENSGACG00000014751_ENSGACT00000014126	pun	0.0079	0.0001	99.0000
ENSGACG00000014751_ENSGACT00000014126	sin	0.0000	0.0000	2.0000
ENSGACG00000014752_ENSGACT00000019151	ref	0.0144	0.0469	0.3065
ENSGACG00000014752_ENSGACT00000019151	pun	0.0000	0.0225	0.0010
ENSGACG00000014752_ENSGACT00000019151	sin	0.0035	0.0127	0.2735
ENSGACG00000014753_ENSGACT00000020016	ref	0.0185	0.1821	0.1018
ENSGACG00000014753_ENSGACT00000020016	pun	0.0087	0.0265	0.3260
ENSGACG00000014753_ENSGACT00000020016	sin	0.0021	0.0298	0.0694
ENSGACG00000014754_ENSGACT00000019160	ref	0.0341	0.2080	0.1638
ENSGACG00000014754_ENSGACT00000019160	pun	0.0075	0.0001	99.0000
ENSGACG00000014754_ENSGACT00000019160	sin	0.0024	0.0000	99.0000
ENSGACG00000014755_ENSGACT00000020016	ref	0.0141	0.1063	0.1324
ENSGACG00000014755_ENSGACT00000020016	pun	0.0045	0.0720	0.0623
ENSGACG00000014755_ENSGACT00000020016	sin	0.0023	0.0367	0.0629
ENSGACG00000014756_ENSGACT00000020018	ref	0.0788	0.0809	0.9738
ENSGACG00000014756_ENSGACT00000020018	pun	0.0132	0.0133	0.9907
ENSGACG00000014756_ENSGACT00000020018	sin	0.0081	0.0126	0.6458
ENSGACG00000014760_ENSGACT00000020024	ref	0.0000	0.0000	99.0000
ENSGACG00000014760_ENSGACT00000020024	pun	0.0000	0.0000	99.0000
ENSGACG00000014760_ENSGACT00000020024	sin	0.0000	0.0000	2.0004
ENSGACG00000014761_ENSGACT00000019838	ref	0.0262	0.1580	0.1658
ENSGACG00000014761_ENSGACT00000019838	pun	0.0293	0.0003	99.0000
ENSGACG00000014761_ENSGACT00000019838	sin	0.0232	0.0685	0.3383
ENSGACG00000014763_ENSGACT00000014155	ref	0.0001	0.0914	0.0010
ENSGACG00000014763_ENSGACT00000014155	pun	0.0000	0.0091	0.0010
ENSGACG00000014763_ENSGACT00000014155	sin	0.0000	0.0184	0.0010
ENSGACG00000014764_ENSGACT00000019846	ref	0.0025	0.1173	0.0212
ENSGACG00000014764_ENSGACT00000019846	pun	0.0012	0.0487	0.0254
ENSGACG00000014764_ENSGACT00000019846	sin	0.0006	0.0220	0.0283
ENSGACG00000014765_ENSGACT00000014188	ref	0.0002	0.1675	0.0010
ENSGACG00000014765_ENSGACT00000014188	pun	0.0000	0.0001	0.0010
ENSGACG00000014765_ENSGACT00000014188	sin	0.0000	0.0001	0.0010
ENSGACG00000014766_ENSGACT00000020024	ref	0.0001	0.1086	0.0010
ENSGACG00000014766_ENSGACT00000020024	pun	0.0000	0.0115	0.0010
ENSGACG00000014766_ENSGACT00000020024	sin	0.0001	0.0522	0.0010
ENSGACG00000014770_ENSGACT00000019207	ref	0.0118	0.0859	0.1375
ENSGACG00000014770_ENSGACT00000019207	pun	0.0000	0.0205	0.0010
ENSGACG00000014770_ENSGACT00000019207	sin	0.0000	0.0000	99.0000
ENSGACG00000014770_ENSGACT00000019215	ref	0.0140	0.3394	0.0412
ENSGACG00000014770_ENSGACT00000019215	pun	0.0000	0.0000	0.1232
ENSGACG00000014770_ENSGACT00000019215	sin	0.0000	0.0000	0.0010
ENSGACG00000014773_ENSGACT00000019261	ref	0.0045	0.0679	0.0665
ENSGACG00000014773_ENSGACT00000019261	pun	0.0000	0.0194	0.0010
ENSGACG00000014773_ENSGACT00000019261	sin	0.0000	0.0341	0.0010
ENSGACG00000014773_ENSGACT00000019265	ref	0.0034	0.1486	0.0229
ENSGACG00000014773_ENSGACT00000019265	pun	0.0022	0.0396	0.0568
ENSGACG00000014773_ENSGACT00000019265	sin	0.0014	0.0249	0.0549
ENSGACG00000014774_ENSGACT00000020032	ref	0.0126	0.0363	0.3462
ENSGACG00000014774_ENSGACT00000020032	pun	0.0048	0.0233	0.2082
ENSGACG00000014774_ENSGACT00000020032	sin	0.0027	0.0116	0.2364
ENSGACG00000014774_ENSGACT00000020037	ref	0.0265	0.0604	0.4386
ENSGACG00000014774_ENSGACT00000020037	pun	0.0062	0.0229	0.2715
ENSGACG00000014774_ENSGACT00000020037	sin	0.0068	0.0196	0.3462
ENSGACG00000014776_ENSGACT00000014195	ref	0.0000	0.0000	0.1166
ENSGACG00000014776_ENSGACT00000014195	pun	0.0000	0.0000	0.0294
ENSGACG00000014776_ENSGACT00000014195	sin	0.0000	0.0000	0.0010
ENSGACG00000014777_ENSGACT00000014195	ref	0.0000	0.0000	0.0010
ENSGACG00000014777_ENSGACT00000014195	pun	0.0000	0.0000	0.0010
ENSGACG00000014777_ENSGACT00000014195	sin	0.0000	0.0000	0.0010
ENSGACG00000014778_ENSGACT00000019846	ref	0.0222	0.1820	0.1222
ENSGACG00000014778_ENSGACT00000019846	pun	0.0031	0.0407	0.0772
ENSGACG00000014778_ENSGACT00000019846	sin	0.0064	0.0375	0.1712
ENSGACG00000014780_ENSGACT00000014211	ref	0.0124	0.0189	0.6563
ENSGACG00000014780_ENSGACT00000014211	pun	0.0023	0.0060	0.3808
ENSGACG00000014780_ENSGACT00000014211	sin	0.0000	0.0075	0.0010
ENSGACG00000014781_ENSGACT00000014234	ref	0.0212	0.0797	0.2654
ENSGACG00000014781_ENSGACT00000014234	pun	0.0019	0.0128	0.1466
ENSGACG00000014781_ENSGACT00000014234	sin	0.0029	0.0073	0.3983
ENSGACG00000014782_ENSGACT00000019859	ref	0.0001	0.1156	0.0010
ENSGACG00000014782_ENSGACT00000019859	pun	0.0001	0.0606	0.0010
ENSGACG00000014782_ENSGACT00000019859	sin	0.0000	0.0299	0.0010
ENSGACG00000014786_ENSGACT00000019876	ref	0.0241	0.1893	0.1271
ENSGACG00000014786_ENSGACT00000019876	pun	0.0198	0.0502	0.3951
ENSGACG00000014786_ENSGACT00000019876	sin	0.0179	0.0280	0.6381
ENSGACG00000014788_ENSGACT00000014247	ref	0.0595	0.0881	0.6761
ENSGACG00000014788_ENSGACT00000014247	pun	0.0213	0.0278	0.7657
ENSGACG00000014788_ENSGACT00000014247	sin	0.0118	0.0220	0.5373
ENSGACG00000014790_ENSGACT00000019261	ref	0.0017	0.0850	0.0196
ENSGACG00000014790_ENSGACT00000019261	pun	0.0000	0.0193	0.0010
ENSGACG00000014790_ENSGACT00000019261	sin	0.0000	0.0245	0.0010
ENSGACG00000014790_ENSGACT00000019265	ref	0.0023	0.0825	0.0279
ENSGACG00000014790_ENSGACT00000019265	pun	0.0000	0.0232	0.0010
ENSGACG00000014790_ENSGACT00000019265	sin	0.0000	0.0287	0.0010
ENSGACG00000014791_ENSGACT00000019876	ref	0.0068	0.1451	0.0469
ENSGACG00000014791_ENSGACT00000019876	pun	0.0001	0.0544	0.0010
ENSGACG00000014791_ENSGACT00000019876	sin	0.0069	0.0403	0.1715
ENSGACG00000014795_ENSGACT00000019876	ref	0.0051	0.1908	0.0268
ENSGACG00000014795_ENSGACT00000019876	pun	0.0000	0.0366	0.0010
ENSGACG00000014795_ENSGACT00000019876	sin	0.0000	0.0363	0.0010
ENSGACG00000014796_ENSGACT00000014325	ref	0.0606	0.1414	0.4287
ENSGACG00000014796_ENSGACT00000014325	pun	0.0235	0.0374	0.6288
ENSGACG00000014796_ENSGACT00000014325	sin	0.0234	0.0383	0.6104
ENSGACG00000014798_ENSGACT00000014325	ref	0.0758	0.0717	1.0568
